2276
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr_none none
qstr_{s1}_{s2}^Reputation {s1},_{s2}^Reputation:_{s42}^____________________________________Born_at_{s43}^Contact_in_{s44}_of_the_{s45}.^__________________________________^{reg48?Currently_prisoner_of_the_{s48}:}^Days_since_last_talked_to:_{reg49}^^Current_mission:^__{s50}{reg50?,_back_in_{reg50}_days.:}
qstr_{s1}^ {s1}^
qstr_Your_party_consumed_ Your_party_consumed_{reg1}_units_of_food{reg4?,_{reg4}_from_foraging_:_}({reg2}_days_left).
qstr_{s2}_managed_to_fora {s2}_managed_to_forage_{reg4}_units_of_food_to_complement_supplies.
qstr__knows_of_you _knows_of_you
qstr_{s1}_wife_of_{s3}{re {s1},_wife_of_{s3}{reg0?,{s60}:}
qstr_{s1}_{reg1?daughter_ {s1},_{reg1?daughter_of:pupil_of}_{s3}{reg4?,_betrothed_to_{s5}:}{reg0?,{s60}:}
qstr_{s3}_and_{s6} {s3}_and_{s6}
qstr_{s1}{reg4?_son_of_{s {s1}{reg4?,_son_of_{s5}{reg1?,:{reg0?,:}}:}{reg1?_prisoner{reg0?,:}:}{reg0?{s60}:}
qstr_{s10}_{reg1?daughter {s10},_{reg1?daughter_of:pupil_of}_{s3}{reg4?,_betrothed_to_{s5}:}{reg0?,{s60}:}
qstr_Messenger_{s65} Messenger_{s65}
qstr_Envoy_{s65} Envoy_{s65}
qstr_Consul_{s65} Consul_{s65}
qstr_Legate_{s65} Legate_{s65}
qstr_Missi_Dominici_{s65} Missi_Dominici_{s65}
qstr_{s65} {s65}
qstr_{s10}{reg0?__who{s60 {s10}{reg0?_(who{s60}):}
qstr_{s11}__{s61}_ {s11}_({s61})
qstr_{s0}_Trade_Ledger_Ar {s0}_Trade_Ledger_Array
qstr_Character_Renown:_{r Character_Renown:_{reg1}^Honor_Rating:_{reg2}
qstr_{s11}^^Your_right_to {s11}^^Your_right_to_rule_is_{reg1}.
qstr_{s11}^^You_have_{reg {s11}^^You_have_{reg1}_friends.^You_have_{reg2}_enemies.
qstr_{s11}^^You_own_{reg0 {s11}^^You_own_{reg0}_centers.
qstr_{s11}^^You_are_a_co_ {s11}^^You_are_a_co-ruler_of_the_{s12}_faction.
qstr_{s11}^^You_are_a_mem {s11}^^You_are_a_member_of_the_{s12}_faction.
qstr_{s11}^^You_are_the_r {s11}^^You_are_the_ruler_of_the_{s12}_faction.
qstr_{s11}^^You_are_not_p {s11}^^You_are_not_part_of_any_faction.
qstr_{s11}^^You_are_curre {s11}^^You_are_currently_reading:_{s13}.
qstr_{s11}^^You_are_curren {s11}^^You_are_currently_not_reading_a_book.
qstr_{!}_+ {!}_+
qstr_{!}_+{reg9} {!}_+{reg9}
qstr_{!}_+{reg8} {!}_+{reg8}
qstr_{!}_+{reg7} {!}_+{reg7}
qstr_{!}_+{reg6} {!}_+{reg6}
qstr_Current_party_size_l Current_party_size_limit_is_{reg5}.^Current_party_size_modifiers_are:^^Base_size:__+30^Leadership:_{s2}{reg1}^Charisma:_{s3}{reg2}^Renown:_{s4}{reg3}^^Lord:_{s5}^Castles:_{s6}^Marshall:_{s7}^King:_{s8}^TOTAL:__{reg5}
qstr_{!}__ {!}_-
qstr_^No_food:___{reg7} ^No_food:__-{reg7}
qstr_^Wage_debt:___{reg6} ^Wage_debt:__-{reg6}
qstr_Current_force_morale Current_force_morale_is_{reg5}.^Current_force_morale_modifiers_are:^^Base_morale:__+50^Party_size:_{s2}{reg1}^Leadership:_{s3}{reg2}^Food_variety:_{s4}{reg3}{s5}{s6}^Recent_events:_{s7}{reg4}^TOTAL:__{reg5}^^Morale_value_to_change:_{s8}{reg8}^Prospective_party_morale:_{reg10}^^^
qstr_{s11}Extra_morale_fo {s11}Extra_morale_for_{s9}_troops_:_{reg6}^
qstr_{!}DEBUG____{s11}^NP {!}DEBUG_--_{s11}^NPC_in_rejoin_queue:_{s5}^
qstr_{!}DEBUG:_{s4}_curre {!}DEBUG:_{s4}_current_mission:_{reg2},_days_on_mission:_{reg3},_prisoner:_{reg4},_pphistory:_{reg5}
qstr_{s11}{s12} {s11}{s12}
qstr_Your_estates_are:^^{ Your_estates_are:^^{s8}.
qstr_You_dont_own_any_est You_dont_own_any_estates.
qstr_{s11}^^{s12} {s11}^^{s12}
qstr_Hold Hold
qstr_{s1}_x{reg0} {s1}_x{reg0}
qstr_Hold_Fire Hold_Fire
qstr_Fire_at_Will Fire_at_Will
qstr_Use_Shield Use_Shield
qstr_Back_10_Paces Back_10_Paces
qstr_{s2}^{s1} {s2}^{s1}
qstr_No_Position_Orders No_Position_Orders
qstr_No_Weapons_Orders No_Weapons_Orders
qstr_ready_bows_and_missi ready_bows_and_missiles
qstr_ready_side_arms ready_side_arms
qstr_ready_two_handers ready_two-handers
qstr_ready_polearms ready_polearms
qstr_brandish_shields brandish_shields
qstr_doff_your_shields doff_your_shields
qstr_shields_at_will shields_at_will
qstr_avoid_melee avoid_melee
qstr_stand_and_fight stand_and_fight
qstr_prepare_to_volley prepare_to_volley
qstr_end_volley end_volley
qstr_brace_for_charge brace_for_charge
qstr_remove_brace_and_fig remove_brace_and_fight
qstr_{!}{s2}_{s3} {!}{s2},_{s3}
qstr_Everyone Everyone
qstr_{!}{s2}_{s1}! {!}{s2},_{s1}!
qstr_Press_{s1}{s2}{s3}{s Press_{s1},{s2},{s3},{s4}_to_move_the_camera_and_use_the_mouse_or_MOVEMENT_KEYS_to_rotate._Hold_ZOOM_to_move_faster.
qstr_Press_{s1}{s2}{s3}{s4 Press_{s1},{s2},{s3},{s4},{s5},{s6}_to_move_the_camera_around_the_troop_you_are_following._Hold_ZOOM_to_move_faster._Press_{s7}_or_{s8}_to_cycle_through_troops._Holding_{s10}_will_cycle_through_the_same_team_and_{s11}_will_cycle_to_the_opposite_team.
qstr_Press_{s0}_to_toggle Press_{s0}_to_toggle_between_camera_modes.
qstr_You_have_been_knocke You_have_been_knocked_out_by_the_enemy._Watch_your_men_continue_the_fight_without_you_or_press_Tab_to_retreat.
qstr_No_Troops_Left. No_Troops_Left.
qstr_Undefined! Undefined!
qstr_DEBUG_:_Weather_pena DEBUG_:_Weather_penalty_{reg2}%_-_{s0}:_{reg0}_to_{reg1}
qstr_DEBUG_:_{s0}_profici DEBUG_:_{s0}_proficiency_restored_to:_{reg1}
qstr_{s0}^{reg0}:_{s1}___ {s0}^{reg0}:_{s1}_-_{reg1}_({reg2})
qstr_{s1}___{reg3}_stacks {s1}_-_{reg3}_stacks:^{s0}
qstr_ranks ranks
qstr_shield_wall shield_wall
qstr_wedge wedge
qstr_square square
qstr_up up
qstr_{!}{s2}_forming_{s1} {!}{s2}_forming_{s1}.
qstr_Not_enough_troops_in Not_enough_troops_in_{s2}_to_form_{s1},_but_holding.
qstr_{!}{s2}_is_an_{s3}_d {!}{s2}_is_an_{s3}_division_and_cannot_form_{s1},_so_is_holding.
qstr_{s1}:_infantry_forma {s1}:_infantry_formation_disassembled.
qstr_{s1}:_archer_formati {s1}:_archer_formation_disassembled.
qstr_{s1}:_skirmisher_for {s1}:_skirmisher_formation_disassembled.
qstr_{s1}:_cavalry_format {s1}:_cavalry_formation_disassembled.
qstr_{s1}:_formation_disa {s1}:_formation_disassembled.
qstr_Cavalry_formation_di Cavalry_formation_disassembled.
qstr_infantry infantry
qstr_archer archer
qstr_cavalry cavalry
qstr_polearm polearm
qstr_skirmisher skirmisher
qstr_mounted_archer mounted_archer
qstr_support support
qstr_bodyguard bodyguard
qstr_undetermined_type_of undetermined_type_of
qstr_You_have_{reg0}_opti You_have_{reg0}_option(s)_remaining.
qstr_ERROR__TPE_:_{s1}_ha ERROR_(TPE):_{s1}_has_an_invalid_number_of_choices_@_{reg21}.
qstr_You_will_be_using_yo You_will_be_using_your_own_equipment^in_the_upcoming_fight.
qstr_You_have_no_weapons_ You_have_no_weapons_selected.
qstr_You_re_using_more_th You're_using_more_than_4_weapon_slots.
qstr_You_currently_have_n You_currently_have_no_melee_weapon.
qstr_DEBUG__TPE_Weapon_Lo DEBUG_(TPE_Weapon_Logic):_You_have_{reg1}_weapon_slots_({reg3}_shield)_used_to_support_{reg0}_weapons.__Melee_weapon_check:_{reg2}
qstr_ERROR__script_tpe_se ERROR_(script_tpe_set_option):_Slot_#{reg31}_has_an_invalid_value_of_{reg32}.
qstr_You_already_have_thr You_already_have_three_options_selected.
qstr_ERROR__TPE_Design_:_ ERROR_(TPE_Design):_An_invalid_item_type_(normal_weapon)_is_detected.
qstr_ERROR__TPE_Design_:_A ERROR_(TPE_Design):_An_invalid_item_type_(enhanced_weapon)_is_detected.
qstr_DEBUG__TPE_:_{s1}_is DEBUG_(TPE):_{s1}_is_on_team_{reg0}_and_should_load_at_entry_{reg1}.
qstr_{s1}_enhanced_horse_ {s1}_enhanced_horse_(+2),
qstr_{s1}_horse__+1_ {s1}_horse_(+1),
qstr_{s1}_enhanced_armor_ {s1}_enhanced_armor_(+1),
qstr_{s1}_enhanced_helmet {s1}_enhanced_helmet,
qstr_{s1}_enhanced_boots {s1}_enhanced_boots,
qstr_{s1}_armor {s1}_armor,
qstr_{s1}_helmet {s1}_helmet,
qstr_{s1}_boots {s1}_boots,
qstr_{s1}_enhanced_shield {s1}_enhanced_shield_(+1),
qstr_{s1}_shield {s1}_shield,
qstr_{s1}_enhanced_{s2}_l {s1}_enhanced_{s2}_lance_(+2),
qstr_{s1}_{s2}__+1_ {s1}_{s2}_(+1),
qstr_{s1}_enhanced_{s2}__ {s1}_enhanced_{s2}_(+2),
qstr_DEBUG__TPE_:_{s2}_re DEBUG_(TPE):_{s2}_receives_{s1}.
qstr___limited_ _(limited)
qstr_{s22}{s21} {s22}{s21}
qstr_{reg2}_points {reg2}_points
qstr_{s23} {s23}
qstr_{s22}_hands_{reg21?h {s22}_hands_{reg21?her:his}_{s21}_prize_to_you.
qstr_DEBUG__TPE____ARRAY_ DEBUG_(TPE)_-_ARRAY_COPY_ATTEMPT.
qstr_DEBUG__TPE_:_Source_ DEBUG_(TPE):_Source_->_Target_Copy.__Slot_{reg1}_=_{s1}.
qstr_DEBUG__TPE_:_{s1}_ga DEBUG_(TPE):_{s1}_gained_{reg1}_of_{reg2}_total_points_this_round.
qstr_DEBUG__TPE_sort_:_Ra DEBUG_(TPE_sort):_Rank_{reg2}_is_{s1}_with_{reg1}_points.
qstr_DEBUG__TPE_:_Faction DEBUG_(TPE):_Faction_({s31})_not_found.__Default_faction_value_used_for_{s32}.
qstr_ERROR__TPE_:_Difficu ERROR_(TPE):_Difficulty_slider_position_invalid.__Default_team_size_=_3.
qstr_ERROR__TPE_:_Difficul ERROR_(TPE):_Difficulty_slider_position_invalid.__Default_team_number_=_3.
qstr_Random Random
qstr_Hard Hard
qstr_Normal Normal
qstr_Easy Easy
qstr_{s2}^Payout_Bonus_+{ {s2}^Payout_Bonus_+{reg2}%
qstr_{s2}^AI_Upgrade___Wi {s2}^AI_Upgrade_-_Will_remount
qstr_{s2}^AI_Upgrade___Fo {s2}^AI_Upgrade_-_Focus_fire
qstr_{s2}^ {s2}^
qstr_Difficulty_Settings Difficulty_Settings
qstr_DEBUG__TPE_:_{s1}_wa DEBUG_(TPE):_{s1}_was_found_in_{s2},_but_relation_was_too_neutral_to_matter.
qstr_DEBUG__TPE_:_Ranking DEBUG_(TPE):_Ranking_box_update_attempt:_{s1}_with_{reg1}_points.
qstr_DEBUG__TPE_:_Garbage DEBUG_(TPE):_Garbage_troop_id_detected.__ICD_now_offset_by_{reg21}.
qstr_Red_Team Red_Team
qstr_Blue_Team Blue_Team
qstr_Green_Team Green_Team
qstr_Yellow_Team Yellow_Team
qstr_DEBUG__TPE_level_sca DEBUG_(TPE_level_scale):_Scaling_disabled.__Default_level_of_{reg22}_set.
qstr_DEBUG__TPE_:_Troop__ DEBUG_(TPE):_Troop_-_{s31}_-_Level+{reg32}_=_{reg31}
qstr____________>_STR+{re ----------->_STR+{reg34}_=_{reg33},_AGI+{reg36}_=_{reg35}
qstr____________>_Str_Ski ----------->_Str_Skills_{reg37},_Agi_Skills_{reg38},_Wpt_Prof_{reg39}
qstr_{s2}_{s1} {s2}_{s1}
qstr_{s1}_of_{s2} {s1}_of_{s2}
qstr_points points
qstr_point point
qstr_because_I_said_so because_I_said_so
qstr_The_Tournament_Maste The_Tournament_Master_announces,_'{s1}_has_been_awarded_{reg1}_{s2}_for_{s3}.'
qstr_{s35}{s1}_has_been_a {s35}{s1}_has_been_awarded_{reg1}_{s2}_for_{s3}._(Total_=_{reg2})^
qstr_AWARD_GRANTED:_{s1}_ AWARD_GRANTED:_{s1}_has_earned_the_SWIFTEST_CUT_award!
qstr_AWARD_GRANTED:_{s1}_h AWARD_GRANTED:_{s1}_has_earned_the_FIERCEST_COMPETITOR_award_with_{reg1}_kills!
qstr_AWARD_GRANTED:_{s1}_ha AWARD_GRANTED:_{s1}_has_upgraded_to_the_MYTHICAL_PRESENCE_award.
qstr_AWARD_GRANTED:_{s1}_has AWARD_GRANTED:_{s1}_has_upgraded_to_the_LEGENDARY_PRESENCE_award.
qstr_AWARD_GRANTED:_{s1}_has_ AWARD_GRANTED:_{s1}_has_earned_the_DOMINANT_PRESENCE_award.
qstr_DEBUG__TPE_:_{s1}_gai DEBUG_(TPE):_{s1}_gains_1_point.__{reg2}_points_total.__Worth_=_{reg1}
qstr_DEBUG__TPE_:_{s1}_gain DEBUG_(TPE):_{s1}_gains_2_point_for_surviving.__{reg2}_points_total.__Worth_=_{reg1}
qstr_{reg1}%_Difficulty {reg1}%_Difficulty
qstr_DEBUG__TPE_Design_:_I DEBUG_(TPE_Design):_Item_'{s21}'_[#{reg21}]_stored_in_slot_{reg22}_of_tpe_appearances.
qstr_DEBUG__TPE_:_Faction_ DEBUG_(TPE):_Faction_'{s21}'_determined_by_'{s22}'.
qstr_TPE_ERROR!__No_valid TPE_ERROR!__No_valid_faction_could_be_determined_for_this_town.
qstr_Current_rank:_{s5} Current_rank:_{s5}
qstr_You_have_left_your_c You_have_left_your_commander!
qstr_If_you_do_not_return If_you_do_not_return_to_your_commander_in_time,_you_will_be_declared_a_deserter.
qstr_You_have_rejoined_yo You_have_rejoined_your_commander!
qstr_You_have_been_captur You_have_been_captured!_Escape_and_rejoin_your_commander!
qstr___too_weak_for_requi --too_weak_for_required_melee_weapons
qstr___too_weak_for_requir --too_weak_for_required_armor
qstr___lacking_required_r --lacking_required_ranged_skill_or_strength
qstr___horsemanship_needs --horsemanship_needs_improving
qstr_{s3}_{s2} {s3},_{s2}
qstr_The_equipment_of_a_{ The_equipment_of_a_{s1}:_{s2}is_assigned_to_you.
qstr_The_equipment_of_a_{s The_equipment_of_a_{s1}:_{s2}is_taken_from_you.
qstr_array[{reg0}]_create array[{reg0}]_created
qstr_array[{reg0}]_destro array[{reg0}]_destroyed
qstr_array_p_shift_range_ array_p_shift_range_array={reg21},_start_index={reg22},_end_index={reg23},_shift_offset={reg24},_default_value={reg25}
qstr_DEBUG__GPU_:_Label__ DEBUG_(GPU):_Label_'{s31}'_stored_in_slot_{reg32},_value_{reg31}.
qstr___{reg1}_{reg2}__ (_{reg1},_{reg2}_)
qstr_ERROR__CCP_:_An_inva ERROR_(CCP):_An_invalid_item_was_detected_and_will_not_be_stored.
qstr_DEBUG__CCP_:_Item__{ DEBUG_(CCP):_Item_'{s31}'_successfully_stored_in_slot_{reg31}.
qstr_DEBUG__CCP_:_There_w DEBUG_(CCP):_There_was_no_valid_spot_to_place_this_item.
qstr_ERROR__CCP_:_An_inval ERROR_(CCP):_An_invalid_item_was_detected_and_will_not_be_removed.
qstr_DEBUG__CCP_:_Item__{s DEBUG_(CCP):_Item_'{s31}'_successfully_removed_from_slot_{reg31}.
qstr_DEBUG__CCP_:_The_pla DEBUG_(CCP):_The_player_did_not_have_a_'{s31}'.
qstr_+{reg2} +{reg2}
qstr_You_came_into_the_wor You_came_into_the_world_a_{reg3?daughter:son}_of_declining_nobility,_owning_only_the_house_in_which_they_lived._However,_despite_your_family's_hardships,_they_afforded_you_a_good_education_and_trained_you_from_childhood_for_the_rigors_of_aristocracy_and_life_at_court.
qstr_You_were_born_the_{re You_were_born_the_{reg3?daughter:son}_of_travelling_merchants,_always_moving_from_place_to_place_in_search_of_a_profit._Although_your_parents_were_wealthier_than_most_and_educated_you_as_well_as_they_could,_you_found_little_opportunity_to_make_friends_on_the_road,_living_mostly_for_the_moments_when_you_could_sell_something_to_somebody.
qstr_As_a_child_your_famil As_a_child,_your_family_scrabbled_out_a_meagre_living_from_your_father's_wages_as_a_guardsman_to_the_local_lord._It_was_not_an_easy_existence,_and_you_were_too_poor_to_get_much_of_an_education._You_learned_mainly_how_to_defend_yourself_on_the_streets,_with_or_without_a_weapon_in_hand.
qstr_You_were_the_{reg3?da You_were_the_{reg3?daughter:son}_of_a_family_who_lived_off_the_woods,_doing_whatever_they_needed_to_make_ends_meet._Hunting,_woodcutting,_making_arrows,_even_a_spot_of_poaching_whenever_things_got_tight._Winter_was_never_a_good_time_for_your_family_as_the_cold_took_animals_and_people_alike,_but_you_always_lived_to_see_another_dawn,_though_your_brothers_and_sisters_might_not_be_so_fortunate.
qstr_You_were_a_child_of_t You_were_a_child_of_the_steppe,_born_to_a_tribe_of_wandering_nomads_who_lived_in_great_camps_throughout_the_arid_grasslands.__Like_the_other_tribesmen,_your_family_revered_horses_above_almost_everything_else,_and_they_taught_you_how_to_ride_almost_before_you_learned_how_to_walk._
qstr_As_the_{reg3?daughter As_the_{reg3?daughter:son}_of_a_thief,_you_had_very_little_'formal'_education.__Instead_you_were_out_on_the_street,_begging_until_you_learned_how_to_cut_purses,_cutting_purses_until_you_learned_how_to_pick_locks,_all_the_way_through_your_childhood.__Still,_these_long_years_made_you_streetwise_and_sharp_to_the_secrets_of_cities_and_shadowy_backways.
qstr_A_{reg3?daughter:son A_{reg3?daughter:son}_that_nobody_wanted,_you_were_left_to_the_church_as_a_baby,_a_foundling_raised_by_the_priests_and_nuns_to_their_own_traditions.__You_were_only_one_of_many_other_foundlings_and_orphans,_but_you_nonetheless_received_a_lot_of_attention_as_well_as_many_years_of_study_in_the_church_library_and_before_the_altar._They_taught_you_many_things.__Gradually,_faith_became_such_a_part_of_your_life_that_it_was_no_different_from_the_blood_coursing_through_your_veins.
qstr_As_a_{reg3?girl:boy}_grow As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_were_sent_to_live_in_the_court_of_one_of_the_nobles_of_the_land.__There,_your_first_lessons_were_in_humility,_as_you_waited_upon_the_lords_and_ladies_of_the_household.__But_from_their_chess_games,_their_gossip,_even_the_poetry_of_great_deeds_and_courtly_love,_you_quickly_began_to_learn_about_the_adult_world_of_conflict_and_competition._You_also_learned_from_the_rough_games_of_the_other_children,_who_battered_at_each_other_with_sticks_in_imitation_of_their_elders'_swords.
qstr_As_a_{reg3?girl:boy}_growi As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_apprenticed_with_a_local_craftsman_to_learn_a_trade._After_years_of_hard_work_and_study_under_your_new_master,_he_promoted_you_to_journeyman_and_employed_you_as_a_fully_paid_craftsman_for_as_long_as_you_wished_to_stay.
qstr_As_a_{reg3?girl:boy}_growin As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_apprenticed_to_a_wealthy_merchant,_picking_up_the_trade_over_years_of_working_shops_and_driving_caravans.__You_soon_became_adept_at_the_art_of_buying_low,_selling_high,_and_leaving_the_customer_thinking_they'd_got_the_better_deal.
qstr_As_a_{reg3?girl:boy}_growing As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_took_to_the_streets,_doing_whatever_you_must_to_survive._Begging,_thieving_and_working_for_gangs_to_earn_your_bread,_you_lived_from_day_to_day_in_this_violent_world,_always_one_step_ahead_of_the_law_and_those_who_wished_you_ill.
qstr_As_a_{reg3?girl:boy}_growing_ As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_rode_the_great_steppes_on_a_horse_of_your_own,_learning_the_ways_of_the_grass_and_the_desert.__Although_you_sometimes_went_hungry,_you_became_a_skillful_hunter_and_pathfinder_in_your_trackless_country.__Your_body_too_started_to_harden_with_muscle_as_you_grew_into_the_life_of_a_nomad_{reg3?woman:man}.
qstr_{reg3?woman:man} {reg3?woman:man}
qstr_{reg3?girl:boy} {reg3?girl:boy}
qstr_As_a_{s12}_growing_o As_a_{s12}_growing_out_of_childhood,_you_attached_yourself_to_a_troupe_of_wandering_entertainers,_going_from_town_to_town_setting_up_mummer's_shows._It_was_a_life_of_hard_work,_selling,_begging_and_stealing_your_living_from_the_punters_who_flocked_to_watch_your_antics._Over_time_you_became_a_performer_well_capable_of_attracting_a_crowd.
qstr_As_a_{s12}_growing_ou As_a_{s12}_growing_out_of_childhood,_you_spent_much_of_your_life_at_court,_inserting_yourself_into_the_tightly-knit_circles_of_nobility.__With_the_years_you_became_more_and_more_involved_with_the_politics_and_intrigue_demanded_of_a_high-born_{s13}.__You_could_not_afford_to_remain_a_stranger_to_backstabbing_and_political_violence,_even_if_you_wanted_to.
qstr_As_a_{s12}_growing_out As_a_{s12}_growing_out_of_childhood,_you_were_trained_and_educated_to_perform_the_duties_and_wield_the_rights_of_a_noble_landowner._The_managing_of_taxes_and_rents_were_equally_important_in_your_education_as_diplomacy_and_even_personal_defence._You_learned_everything_you_needed_to_become_a_lord_of_your_own_hall.
qstr_As_a_{s12}_growing_out_ As_a_{s12}_growing_out_of_childhood,_you_were_trained_and_educated_to_the_duties_of_a_noble_{s13}._You_learned_much_about_the_household_arts,_but_even_more_about_diplomacy_and_decorum,_and_all_the_things_that_a_future_husband_might_choose_to_speak_of.__Truly,_you_became_every_inch_as_shrewd_as_any_lord,_though_it_would_be_rude_to_admit_it_aloud.
qstr_a_cleric_acolyte a_cleric_acolyte
qstr_As_a_{s12}_growing_out_o As_a_{s12}_growing_out_of_childhood,_you_became_an_acolyte_in_the_church,_the_lowest_rank_on_the_way_to_priesthood._Years_of_rigorous_learning_and_hard_work_followed._You_were_one_of_several_acolytes,_performing_most_of_the_menial_labour_in_the_church_in_addition_to_being_trained_for_more_holy_tasks.__On_the_night_of_your_adulthood_you_were_allowed_to_conduct_your_first_service._After_that_you_were_no_longer_an_acolyte_{s12},_but_a_{s13}_waiting_to_take_your_vows_into_the_service_of_God.
qstr_{s1}^^_You_started_to {s1}^^_You_started_to_learn_about_the_world_almost_as_soon_as_you_could_walk_and_talk.__You_spent_your_early_life_as_{s2}._{s3}
qstr_Though_the_distinction_felt Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__When_you_were_named_squire_to_a_noble_at_court,_you_practiced_long_hours_with_weapons,_learning_how_to_deal_out_hard_knocks_and_how_to_take_them,_too.__You_were_instructed_in_your_obligations_to_your_lord,_and_of_your_duties_to_those_who_might_one_day_be_your_vassals.__But_in_addition_to_learning_the_chivalric_ideal,_you_also_learned_about_the_less_uplifting_side_--_old_warriors'_stories_of_ruthless_power_politics,_of_betrayals_and_usurpations,_of_men_who_used_guile_as_well_as_valor_to_achieve_their_aims.
qstr_{reg3?daughter:man} {reg3?daughter:man}
qstr_Though_the_distinction_felt_ Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you.__You_left_your_old_life_behind_to_travel_the_roads_as_a_mercenary,_a_bravo,_guarding_caravans_for_coppers_or_bashing_in_heads_for_silvers._You_became_a_{s14}_of_the_open_road,_working_with_bandits_as_often_as_against.__Going_from_fight_to_fight,_you_grew_experienced_at_battle,_and_you_learned_what_it_was_to_kill.
qstr_Though_the_distinction_felt_s Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you.__You_signed_on_with_a_mercenary_company_and_travelled_far_from_your_home._The_life_you_found_was_rough_and_ready,_marching_to_the_beat_of_strange_drums_and_learning_unusual_ways_of_fighting.__There_were_men_who_taught_you_how_to_wield_any_weapon_you_desired,_and_plenty_of_battles_to_hone_your_skills.__You_were_one_of_the_charmed_few_who_survived_through_every_campaign_in_which_you_marched.
qstr_Though_the_distinction_felt_su Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__You_joined_the_tightly-knit_circle_of_women_at_court,_ladies_who_all_did_proper_ladylike_things,_the_wives_and_mistresses_of_noble_men_as_well_as_maidens_who_had_yet_to_find_a_husband.__However,_even_here_you_found_politics_at_work_as_the_ladies_schemed_for_prominence_and_fought_each_other_bitterly_to_catch_the_eye_of_whatever_unmarried_man_was_in_fashion_at_court.__You_soon_learned_ways_of_turning_these_situations_and_goings-on_to_your_advantage._With_it_came_the_realisation_that_you_yourself_could_wield_great_influence_in_the_world,_if_only_you_applied_yourself_with_a_little_bit_of_subtlety.
qstr_Though_the_distinction_felt_sud Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__You_set_out_on_your_own_with_nothing_except_the_instrument_slung_over_your_back_and_your_own_voice.__It_was_a_poor_existence,_with_many_a_hungry_night_when_people_failed_to_appreciate_your_play,_but_you_managed_to_survive_on_your_music_alone._As_the_years_went_by_you_became_adept_at_playing_the_drunken_crowds_in_your_taverns,_and_even_better_at_talking_anyone_out_of_anything_you_wanted.
qstr_Though_the_distinction_felt_sudd Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__You_found_yourself_as_a_student_in_the_university_of_one_of_the_great_cities,_where_you_studied_theology,_philosophy,_and_medicine.__But_not_all_your_lessons_were_learned_in_the_lecture_halls.__You_may_or_may_not_have_joined_in_with_your_fellows_as_they_roamed_the_alleys_in_search_of_wine,_women,_and_a_good_fight.__However,_you_certainly_were_able_to_observe_how_a_broken_jaw_is_set,_or_how_an_angry_townsman_can_be_persuaded_to_set_down_his_club_and_accept_cash_compensation_for_the_destruction_of_his_shop.
qstr_Though_the_distinction_felt_sudde Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__Heeding_the_call_of_the_open_road,_you_travelled_from_village_to_village_buying_and_selling_what_you_could.__It_was_not_a_rich_existence,_but_you_became_a_master_at_haggling_even_the_most_miserly_elders_into_giving_you_a_good_price._Soon,_you_knew,_you_would_be_well-placed_to_start_your_own_trading_empire...
qstr_Though_the_distinction_felt_sudden Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__You_pursued_a_career_as_a_smith,_crafting_items_of_function_and_beauty_out_of_simple_metal.__As_time_wore_on_you_became_a_master_of_your_trade,_and_fine_work_started_to_fetch_fine_prices.__With_food_in_your_belly_and_logs_on_your_fire,_you_could_take_pride_in_your_work_and_your_growing_reputation.
qstr_Though_the_distinction_felt_sudden_ Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you.__Dissatisfied_with_common_men's_desperate_scrabble_for_coin,_you_took_to_your_local_lord's_own_forests_and_decided_to_help_yourself_to_its_bounty,_laws_be_damned._You_hunted_stags,_boars_and_geese_and_sold_the_precious_meat_under_the_table._You_cut_down_trees_right_under_the_watchmen's_noses_and_turned_them_into_firewood_that_warmed_many_freezing_homes_during_winter._All_for_a_few_silvers,_of_course.
